# osu-lat-charm.py 1 4194304 1000 500 0 /home/zanef2/charm-mpi-compare/microbenchmarks +ppn 1 +pemap L0,4
Iteration Group,Message Size,Total Trials,Warmup Trials,Elapsed seconds
0,1,1000,50,2.4595999999999997e-06
10,1,1000,50,2.2341999999999997e-06
20,1,1000,50,2.5107e-06
30,1,1000,50,2.16e-06
40,1,1000,50,2.659e-06
50,1,1000,50,2.094e-06
60,1,1000,50,1.8364000000000001e-06
70,1,1000,50,1.8435e-06
80,1,1000,50,1.8515e-06
90,1,1000,50,1.8265e-06
100,1,1000,50,1.8245e-06
110,1,1000,50,2.0048e-06
120,1,1000,50,1.8194e-06
130,1,1000,50,1.8274e-06
140,1,1000,50,1.8425e-06
150,1,1000,50,1.8484000000000002e-06
160,1,1000,50,1.8244e-06
170,1,1000,50,1.8585e-06
180,1,1000,50,1.8435e-06
190,1,1000,50,1.8555e-06
200,1,1000,50,1.8555e-06
210,1,1000,50,1.8364000000000001e-06
220,1,1000,50,1.8234000000000002e-06
230,1,1000,50,1.8274e-06
240,1,1000,50,1.9457e-06
250,1,1000,50,2.3725e-06
260,1,1000,50,1.8605e-06
270,1,1000,50,1.8805e-06
280,1,1000,50,1.8195e-06
290,1,1000,50,1.8054000000000001e-06
300,1,1000,50,1.8566e-06
310,1,1000,50,1.8034000000000002e-06
320,1,1000,50,1.8335e-06
330,1,1000,50,1.8335e-06
340,1,1000,50,1.8395e-06
350,1,1000,50,1.8174000000000002e-06
360,1,1000,50,1.8424000000000001e-06
370,1,1000,50,1.8224000000000001e-06
380,1,1000,50,1.8936e-06
390,1,1000,50,1.8475e-06
400,1,1000,50,1.8595e-06
410,1,1000,50,1.8566e-06
420,1,1000,50,1.8234000000000002e-06
430,1,1000,50,1.8825e-06
440,1,1000,50,1.8285e-06
450,1,1000,50,1.8235e-06
460,1,1000,50,1.8344000000000002e-06
470,1,1000,50,1.8735e-06
480,1,1000,50,1.8385e-06
490,1,1000,50,1.8164e-06
500,1,1000,50,1.8194e-06
510,1,1000,50,1.8745e-06
520,1,1000,50,1.8675e-06
530,1,1000,50,1.8444e-06
540,1,1000,50,1.8485e-06
550,1,1000,50,1.8335e-06
560,1,1000,50,1.8334e-06
570,1,1000,50,1.8255e-06
580,1,1000,50,1.8595e-06
590,1,1000,50,1.9958e-06
600,1,1000,50,1.8235e-06
610,1,1000,50,1.8185e-06
620,1,1000,50,1.8235e-06
630,1,1000,50,1.8244e-06
640,1,1000,50,1.8635e-06
650,1,1000,50,1.8595e-06
660,1,1000,50,1.8595e-06
670,1,1000,50,1.8245e-06
680,1,1000,50,1.8515e-06
690,1,1000,50,1.8365e-06
700,1,1000,50,1.8425e-06
710,1,1000,50,1.8445e-06
720,1,1000,50,1.8685e-06
730,1,1000,50,1.8314000000000002e-06
740,1,1000,50,1.8255e-06
750,1,1000,50,1.8575e-06
760,1,1000,50,1.8405e-06
770,1,1000,50,1.8164e-06
780,1,1000,50,1.8305e-06
790,1,1000,50,1.8315e-06
800,1,1000,50,1.8235e-06
810,1,1000,50,1.8435e-06
820,1,1000,50,1.8245e-06
830,1,1000,50,1.8595e-06
840,1,1000,50,1.8715e-06
850,1,1000,50,1.8275e-06
860,1,1000,50,1.8325e-06
870,1,1000,50,1.8285e-06
880,1,1000,50,1.8204000000000002e-06
890,1,1000,50,1.8224000000000001e-06
900,1,1000,50,1.8535e-06
910,1,1000,50,1.8355e-06
920,1,1000,50,1.8174000000000002e-06
930,1,1000,50,1.8094e-06
940,1,1000,50,1.8205e-06
950,1,1000,50,1.8495e-06
960,1,1000,50,1.8424000000000001e-06
970,1,1000,50,1.8164e-06
980,1,1000,50,1.8274e-06
990,1,1000,50,1.8154e-06
1000,1,1000,50,1.9687e-06
1010,1,1000,50,1.8966e-06
1020,1,1000,50,1.8274e-06
1030,1,1000,50,1.8255e-06
1040,1,1000,50,1.8355e-06
0,2,1000,50,1.8375e-06
10,2,1000,50,1.8344000000000002e-06
20,2,1000,50,1.8705e-06
30,2,1000,50,1.8174000000000002e-06
40,2,1000,50,1.8675e-06
50,2,1000,50,1.8545e-06
60,2,1000,50,1.7944000000000001e-06
70,2,1000,50,1.7882999999999999e-06
80,2,1000,50,1.8215e-06
90,2,1000,50,1.8465e-06
100,2,1000,50,1.8344000000000002e-06
110,2,1000,50,1.8265e-06
120,2,1000,50,1.8235e-06
130,2,1000,50,1.8144000000000002e-06
140,2,1000,50,1.8265e-06
150,2,1000,50,1.8064000000000002e-06
160,2,1000,50,1.8234000000000002e-06
170,2,1000,50,1.8345e-06
180,2,1000,50,1.8265e-06
190,2,1000,50,1.8224000000000001e-06
200,2,1000,50,1.7894000000000002e-06
210,2,1000,50,2.2152e-06
220,2,1000,50,1.8194e-06
230,2,1000,50,1.8244e-06
240,2,1000,50,1.8265e-06
250,2,1000,50,1.8524e-06
260,2,1000,50,1.8255e-06
270,2,1000,50,1.8174000000000002e-06
280,2,1000,50,1.8114000000000001e-06
290,2,1000,50,1.8455e-06
300,2,1000,50,1.8054000000000001e-06
310,2,1000,50,1.8104e-06
320,2,1000,50,1.8395e-06
330,2,1000,50,1.8154e-06
340,2,1000,50,1.9737e-06
350,2,1000,50,1.7994e-06
360,2,1000,50,1.8294e-06
370,2,1000,50,1.8234000000000002e-06
380,2,1000,50,1.8104e-06
390,2,1000,50,1.7934e-06
400,2,1000,50,1.8074e-06
410,2,1000,50,1.8314000000000002e-06
420,2,1000,50,1.8274e-06
430,2,1000,50,1.8335e-06
440,2,1000,50,1.8575e-06
450,2,1000,50,1.7964e-06
460,2,1000,50,1.8425e-06
470,2,1000,50,1.7783e-06
480,2,1000,50,1.9355999999999997e-06
490,2,1000,50,1.8495e-06
500,2,1000,50,1.8485e-06
510,2,1000,50,1.8004000000000002e-06
520,2,1000,50,1.7984e-06
530,2,1000,50,1.8385e-06
540,2,1000,50,1.7903e-06
550,2,1000,50,1.8094e-06
560,2,1000,50,1.8204000000000002e-06
570,2,1000,50,1.8184e-06
580,2,1000,50,1.8124e-06
590,2,1000,50,1.8264e-06
600,2,1000,50,1.8144000000000002e-06
610,2,1000,50,1.8415e-06
620,2,1000,50,1.8144000000000002e-06
630,2,1000,50,1.8204000000000002e-06
640,2,1000,50,1.8054000000000001e-06
650,2,1000,50,1.8114000000000001e-06
660,2,1000,50,1.8465e-06
670,2,1000,50,1.8174000000000002e-06
680,2,1000,50,1.8355e-06
690,2,1000,50,1.8124e-06
700,2,1000,50,1.8214e-06
710,2,1000,50,1.8174000000000002e-06
720,2,1000,50,1.7994e-06
730,2,1000,50,1.8555e-06
740,2,1000,50,1.8224000000000001e-06
750,2,1000,50,1.8755e-06
760,2,1000,50,1.8205e-06
770,2,1000,50,1.8114000000000001e-06
780,2,1000,50,1.8244e-06
790,2,1000,50,1.8135e-06
800,2,1000,50,1.7944000000000001e-06
810,2,1000,50,1.8285e-06
820,2,1000,50,1.8385e-06
830,2,1000,50,1.8254000000000001e-06
840,2,1000,50,1.8014e-06
850,2,1000,50,1.8384e-06
860,2,1000,50,1.8104e-06
870,2,1000,50,1.7974000000000001e-06
880,2,1000,50,1.7934e-06
890,2,1000,50,1.8124e-06
900,2,1000,50,1.7934e-06
910,2,1000,50,1.8185e-06
920,2,1000,50,1.8195e-06
930,2,1000,50,1.8435e-06
940,2,1000,50,1.8034000000000002e-06
950,2,1000,50,1.8384e-06
960,2,1000,50,1.8245e-06
970,2,1000,50,1.8135e-06
980,2,1000,50,1.8826e-06
990,2,1000,50,1.8074e-06
1000,2,1000,50,1.8264e-06
1010,2,1000,50,1.8165e-06
1020,2,1000,50,1.9106e-06
1030,2,1000,50,1.8254000000000001e-06
1040,2,1000,50,1.8334e-06
0,4,1000,50,1.8345e-06
10,4,1000,50,1.8314000000000002e-06
20,4,1000,50,1.8716e-06
30,4,1000,50,1.8074e-06
40,4,1000,50,1.8685e-06
50,4,1000,50,1.8355e-06
60,4,1000,50,1.8435e-06
70,4,1000,50,1.8415e-06
80,4,1000,50,1.8134e-06
90,4,1000,50,1.8265e-06
100,4,1000,50,1.8214e-06
110,4,1000,50,1.8003e-06
120,4,1000,50,1.8094e-06
130,4,1000,50,1.8214e-06
140,4,1000,50,1.8174000000000002e-06
150,4,1000,50,1.8365e-06
160,4,1000,50,1.8255e-06
170,4,1000,50,1.8435e-06
180,4,1000,50,1.8465e-06
190,4,1000,50,1.8545e-06
200,4,1000,50,1.8695e-06
210,4,1000,50,1.8165e-06
220,4,1000,50,1.8424000000000001e-06
230,4,1000,50,1.8104e-06
240,4,1000,50,1.8114000000000001e-06
250,4,1000,50,1.8585999999999999e-06
260,4,1000,50,1.8204000000000002e-06
270,4,1000,50,1.8484000000000002e-06
280,4,1000,50,1.8575e-06
290,4,1000,50,1.8184e-06
300,4,1000,50,1.8254000000000001e-06
310,4,1000,50,1.9386e-06
320,4,1000,50,1.8234000000000002e-06
330,4,1000,50,1.8094e-06
340,4,1000,50,1.9276e-06
350,4,1000,50,1.8254000000000001e-06
360,4,1000,50,1.8124e-06
370,4,1000,50,1.8545e-06
380,4,1000,50,1.8094e-06
390,4,1000,50,1.8234000000000002e-06
400,4,1000,50,1.8084000000000001e-06
410,4,1000,50,1.8275e-06
420,4,1000,50,1.8444e-06
430,4,1000,50,1.8105e-06
440,4,1000,50,1.8735e-06
450,4,1000,50,1.8525e-06
460,4,1000,50,1.8184e-06
470,4,1000,50,1.8094e-06
480,4,1000,50,1.8044e-06
490,4,1000,50,1.8013e-06
500,4,1000,50,1.8014e-06
510,4,1000,50,1.8535e-06
520,4,1000,50,1.8455e-06
530,4,1000,50,1.8345e-06
540,4,1000,50,1.8626e-06
550,4,1000,50,1.8375e-06
560,4,1000,50,1.8174000000000002e-06
570,4,1000,50,1.7973e-06
580,4,1000,50,1.9276e-06
590,4,1000,50,1.8304e-06
600,4,1000,50,1.8275e-06
610,4,1000,50,1.8465e-06
620,4,1000,50,1.8174000000000002e-06
630,4,1000,50,1.8454000000000002e-06
640,4,1000,50,1.8214e-06
650,4,1000,50,1.7934e-06
660,4,1000,50,1.8143e-06
670,4,1000,50,1.8354e-06
680,4,1000,50,1.8165e-06
690,4,1000,50,1.8354e-06
700,4,1000,50,1.8155e-06
710,4,1000,50,1.8344000000000002e-06
720,4,1000,50,1.8334e-06
730,4,1000,50,1.8224000000000001e-06
740,4,1000,50,1.8876e-06
750,4,1000,50,1.8104e-06
760,4,1000,50,1.8184e-06
770,4,1000,50,2.3374000000000003e-06
780,4,1000,50,1.8375e-06
790,4,1000,50,1.8154e-06
800,4,1000,50,1.8575e-06
810,4,1000,50,1.8225e-06
820,4,1000,50,1.7943e-06
830,4,1000,50,1.8424000000000001e-06
840,4,1000,50,1.8455e-06
850,4,1000,50,1.8084000000000001e-06
860,4,1000,50,1.8305e-06
870,4,1000,50,1.8475e-06
880,4,1000,50,1.8605e-06
890,4,1000,50,1.7914000000000001e-06
900,4,1000,50,1.7884e-06
910,4,1000,50,1.8125e-06
920,4,1000,50,1.8325e-06
930,4,1000,50,1.8364000000000001e-06
940,4,1000,50,1.8195e-06
950,4,1000,50,1.8615e-06
960,4,1000,50,1.8425e-06
970,4,1000,50,1.8134e-06
980,4,1000,50,1.8315e-06
990,4,1000,50,1.8425e-06
1000,4,1000,50,1.8114000000000001e-06
1010,4,1000,50,1.8656e-06
1020,4,1000,50,1.8364000000000001e-06
1030,4,1000,50,1.8204000000000002e-06
1040,4,1000,50,1.8835e-06
0,8,1000,50,1.8504e-06
10,8,1000,50,2.0328e-06
20,8,1000,50,1.8185e-06
30,8,1000,50,1.8083e-06
40,8,1000,50,1.8314000000000002e-06
50,8,1000,50,1.8395e-06
60,8,1000,50,1.8104e-06
70,8,1000,50,1.8314000000000002e-06
80,8,1000,50,1.8214e-06
90,8,1000,50,1.8374000000000002e-06
100,8,1000,50,1.8164e-06
110,8,1000,50,1.8274e-06
120,8,1000,50,1.8114000000000001e-06
130,8,1000,50,1.8074e-06
140,8,1000,50,1.8214e-06
150,8,1000,50,1.8094e-06
160,8,1000,50,1.8014e-06
170,8,1000,50,2.0439e-06
180,8,1000,50,1.7974000000000001e-06
190,8,1000,50,1.8014e-06
200,8,1000,50,1.8435e-06
210,8,1000,50,1.8134e-06
220,8,1000,50,1.8274e-06
230,8,1000,50,1.8154e-06
240,8,1000,50,1.8395e-06
250,8,1000,50,1.8585999999999999e-06
260,8,1000,50,1.8244e-06
270,8,1000,50,1.7724000000000002e-06
280,8,1000,50,1.9487e-06
290,8,1000,50,1.8565e-06
300,8,1000,50,1.8204000000000002e-06
310,8,1000,50,1.8315e-06
320,8,1000,50,1.8324e-06
330,8,1000,50,1.8304e-06
340,8,1000,50,1.8144000000000002e-06
350,8,1000,50,1.8225e-06
360,8,1000,50,2.2924000000000003e-06
370,8,1000,50,1.8384e-06
380,8,1000,50,1.8545e-06
390,8,1000,50,1.8425e-06
400,8,1000,50,1.7964e-06
410,8,1000,50,1.8185e-06
420,8,1000,50,1.8024e-06
430,8,1000,50,1.8104e-06
440,8,1000,50,1.8275e-06
450,8,1000,50,1.8114000000000001e-06
460,8,1000,50,1.8164e-06
470,8,1000,50,1.8565e-06
480,8,1000,50,1.7793e-06
490,8,1000,50,1.8264e-06
500,8,1000,50,1.8083e-06
510,8,1000,50,1.8154e-06
520,8,1000,50,1.7894000000000002e-06
530,8,1000,50,1.8164e-06
540,8,1000,50,1.8014e-06
550,8,1000,50,1.8615e-06
560,8,1000,50,1.8264e-06
570,8,1000,50,1.8144000000000002e-06
580,8,1000,50,1.8305e-06
590,8,1000,50,1.8175e-06
600,8,1000,50,1.7914000000000001e-06
610,8,1000,50,1.8415e-06
620,8,1000,50,1.8465e-06
630,8,1000,50,2.2933e-06
640,8,1000,50,1.8435e-06
650,8,1000,50,1.8384e-06
660,8,1000,50,1.8174000000000002e-06
670,8,1000,50,1.7954e-06
680,8,1000,50,1.8254000000000001e-06
690,8,1000,50,1.8204000000000002e-06
700,8,1000,50,1.8204000000000002e-06
710,8,1000,50,1.9596e-06
720,8,1000,50,1.8174000000000002e-06
730,8,1000,50,1.8504e-06
740,8,1000,50,1.8525e-06
750,8,1000,50,1.8184e-06
760,8,1000,50,1.8004000000000002e-06
770,8,1000,50,1.8124e-06
780,8,1000,50,1.8265e-06
790,8,1000,50,1.8134e-06
800,8,1000,50,1.8244e-06
810,8,1000,50,1.8294e-06
820,8,1000,50,1.9537e-06
830,8,1000,50,1.8195e-06
840,8,1000,50,1.8284000000000001e-06
850,8,1000,50,1.8285e-06
860,8,1000,50,1.8145e-06
870,8,1000,50,1.8314000000000002e-06
880,8,1000,50,1.8255e-06
890,8,1000,50,1.8184e-06
900,8,1000,50,1.8635e-06
910,8,1000,50,1.8224000000000001e-06
920,8,1000,50,1.8214e-06
930,8,1000,50,1.8264e-06
940,8,1000,50,1.8735e-06
950,8,1000,50,1.7962999999999999e-06
960,8,1000,50,1.8205e-06
970,8,1000,50,1.8284000000000001e-06
980,8,1000,50,1.9147e-06
990,8,1000,50,1.7914000000000001e-06
1000,8,1000,50,1.7974000000000001e-06
1010,8,1000,50,1.8555e-06
1020,8,1000,50,1.8364000000000001e-06
1030,8,1000,50,1.8145e-06
1040,8,1000,50,1.8334e-06
0,16,1000,50,1.8625e-06
10,16,1000,50,1.8174000000000002e-06
20,16,1000,50,1.8395e-06
30,16,1000,50,1.8635e-06
40,16,1000,50,1.8565e-06
50,16,1000,50,1.8274e-06
60,16,1000,50,1.8294e-06
70,16,1000,50,1.8425e-06
80,16,1000,50,1.8505e-06
90,16,1000,50,1.8314000000000002e-06
100,16,1000,50,1.8345e-06
110,16,1000,50,1.8184e-06
120,16,1000,50,1.8145e-06
130,16,1000,50,1.8445e-06
140,16,1000,50,2.0168e-06
150,16,1000,50,1.8375e-06
160,16,1000,50,1.8465e-06
170,16,1000,50,1.8214e-06
180,16,1000,50,1.8304e-06
190,16,1000,50,1.8255e-06
200,16,1000,50,1.8244e-06
210,16,1000,50,1.8294e-06
220,16,1000,50,1.8835e-06
230,16,1000,50,1.8275e-06
240,16,1000,50,1.7843e-06
250,16,1000,50,1.8996e-06
260,16,1000,50,1.8104e-06
270,16,1000,50,1.8345e-06
280,16,1000,50,1.8524e-06
290,16,1000,50,1.8355e-06
300,16,1000,50,1.9707e-06
310,16,1000,50,1.8175e-06
320,16,1000,50,1.8365e-06
330,16,1000,50,1.8354e-06
340,16,1000,50,1.8314000000000002e-06
350,16,1000,50,1.8305e-06
360,16,1000,50,1.8354e-06
370,16,1000,50,1.7933e-06
380,16,1000,50,2.3174e-06
390,16,1000,50,1.8605e-06
400,16,1000,50,1.8445e-06
410,16,1000,50,1.8134e-06
420,16,1000,50,1.8304e-06
430,16,1000,50,1.8204000000000002e-06
440,16,1000,50,1.8144000000000002e-06
450,16,1000,50,1.8294e-06
460,16,1000,50,1.8695e-06
470,16,1000,50,1.8515e-06
480,16,1000,50,1.8605999999999998e-06
490,16,1000,50,1.8455e-06
500,16,1000,50,1.8205e-06
510,16,1000,50,1.8254000000000001e-06
520,16,1000,50,1.8315e-06
530,16,1000,50,1.7984e-06
540,16,1000,50,1.8344000000000002e-06
550,16,1000,50,1.8364000000000001e-06
560,16,1000,50,1.8524e-06
570,16,1000,50,1.8665e-06
580,16,1000,50,1.8255e-06
590,16,1000,50,1.8384e-06
600,16,1000,50,1.8335e-06
610,16,1000,50,1.8164e-06
620,16,1000,50,1.8124e-06
630,16,1000,50,1.8285e-06
640,16,1000,50,1.8615e-06
650,16,1000,50,1.8725e-06
660,16,1000,50,1.8615e-06
670,16,1000,50,1.8104e-06
680,16,1000,50,1.8325e-06
690,16,1000,50,1.8285e-06
700,16,1000,50,1.8084000000000001e-06
710,16,1000,50,1.8545e-06
720,16,1000,50,1.8495e-06
730,16,1000,50,1.9087e-06
740,16,1000,50,1.8465e-06
750,16,1000,50,1.8154e-06
760,16,1000,50,1.8415e-06
770,16,1000,50,1.8214e-06
780,16,1000,50,1.8154e-06
790,16,1000,50,1.8244e-06
800,16,1000,50,1.8545e-06
810,16,1000,50,1.8876e-06
820,16,1000,50,1.8404e-06
830,16,1000,50,1.8265e-06
840,16,1000,50,1.8575e-06
850,16,1000,50,1.8555e-06
860,16,1000,50,1.8114000000000001e-06
870,16,1000,50,1.8275e-06
880,16,1000,50,1.8544000000000002e-06
890,16,1000,50,1.9748e-06
900,16,1000,50,1.8185e-06
910,16,1000,50,1.8635e-06
920,16,1000,50,1.8444e-06
930,16,1000,50,1.7964e-06
940,16,1000,50,1.8475e-06
950,16,1000,50,1.8164e-06
960,16,1000,50,1.8225e-06
970,16,1000,50,2.2331999999999996e-06
980,16,1000,50,1.8525e-06
990,16,1000,50,1.8355e-06
1000,16,1000,50,1.8094e-06
1010,16,1000,50,1.8264e-06
1020,16,1000,50,1.8525e-06
1030,16,1000,50,1.8625e-06
1040,16,1000,50,1.8796e-06
0,32,1000,50,1.8695e-06
10,32,1000,50,2.3445e-06
20,32,1000,50,1.8525e-06
30,32,1000,50,1.8575e-06
40,32,1000,50,2.0198e-06
50,32,1000,50,1.8514000000000002e-06
60,32,1000,50,1.8385e-06
70,32,1000,50,1.8495e-06
80,32,1000,50,1.8324e-06
90,32,1000,50,1.8344000000000002e-06
100,32,1000,50,1.8826e-06
110,32,1000,50,1.8414e-06
120,32,1000,50,1.8765e-06
130,32,1000,50,1.8335e-06
140,32,1000,50,1.8224000000000001e-06
150,32,1000,50,1.8405e-06
160,32,1000,50,1.8365e-06
170,32,1000,50,1.8625e-06
180,32,1000,50,1.8525e-06
190,32,1000,50,1.8395e-06
200,32,1000,50,2.0259e-06
210,32,1000,50,1.8415e-06
220,32,1000,50,1.8134e-06
230,32,1000,50,1.8075e-06
240,32,1000,50,1.8164e-06
250,32,1000,50,1.9026e-06
260,32,1000,50,1.8445e-06
270,32,1000,50,1.8234000000000002e-06
280,32,1000,50,1.8204000000000002e-06
290,32,1000,50,1.8445e-06
300,32,1000,50,1.8264e-06
310,32,1000,50,1.8394000000000001e-06
320,32,1000,50,1.8424000000000001e-06
330,32,1000,50,1.8936e-06
340,32,1000,50,1.8575e-06
350,32,1000,50,1.8485e-06
360,32,1000,50,1.9046e-06
370,32,1000,50,1.8465e-06
380,32,1000,50,1.8575e-06
390,32,1000,50,1.8494e-06
400,32,1000,50,1.8184e-06
410,32,1000,50,1.8174000000000002e-06
420,32,1000,50,1.8274e-06
430,32,1000,50,1.8475e-06
440,32,1000,50,1.8474e-06
450,32,1000,50,1.8284000000000001e-06
460,32,1000,50,1.8084000000000001e-06
470,32,1000,50,1.7994e-06
480,32,1000,50,1.8254000000000001e-06
490,32,1000,50,1.8945999999999998e-06
500,32,1000,50,1.8364000000000001e-06
510,32,1000,50,1.8144000000000002e-06
520,32,1000,50,1.8314000000000002e-06
530,32,1000,50,1.8405e-06
540,32,1000,50,1.8395e-06
550,32,1000,50,1.8215e-06
560,32,1000,50,1.8404e-06
570,32,1000,50,1.8325e-06
580,32,1000,50,1.8485e-06
590,32,1000,50,1.8434e-06
600,32,1000,50,1.8544000000000002e-06
610,32,1000,50,1.8325e-06
620,32,1000,50,1.8365e-06
630,32,1000,50,1.8344000000000002e-06
640,32,1000,50,1.8445e-06
650,32,1000,50,1.9426e-06
660,32,1000,50,1.8264e-06
670,32,1000,50,1.8224000000000001e-06
680,32,1000,50,1.9065999999999999e-06
690,32,1000,50,1.8555e-06
700,32,1000,50,1.8174000000000002e-06
710,32,1000,50,1.8354e-06
720,32,1000,50,1.8155e-06
730,32,1000,50,1.8154e-06
740,32,1000,50,1.8114000000000001e-06
750,32,1000,50,1.8254000000000001e-06
760,32,1000,50,1.8484000000000002e-06
770,32,1000,50,1.8304e-06
780,32,1000,50,1.8275e-06
790,32,1000,50,1.8475e-06
800,32,1000,50,1.8434e-06
810,32,1000,50,2.2011e-06
820,32,1000,50,1.8815e-06
830,32,1000,50,1.8264e-06
840,32,1000,50,1.9266e-06
850,32,1000,50,1.8085e-06
860,32,1000,50,1.8535e-06
870,32,1000,50,1.8204000000000002e-06
880,32,1000,50,1.8535e-06
890,32,1000,50,1.8534000000000001e-06
900,32,1000,50,1.8805999999999998e-06
910,32,1000,50,1.8235e-06
920,32,1000,50,1.8305e-06
930,32,1000,50,1.8565e-06
